BAD,LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,REASON_DebtCon,REASON_HomeImp,JOB_Mgr,JOB_Office,JOB_Other,JOB_ProfExe,JOB_Sales,JOB_Self,P_BAD0,P_BAD1
1,2300,37626,46200,3,0,1,122.2666667,1,14,34.81826182,0,1,0,0,1,0,0,0,0.637078925,0.362921075
1,2400,50000,73395,5,1,0,173.4666667,1,0,34.81826182,0,1,0,0,0,1,0,0,0.737536433,0.262463567
1,2400,28000,40800,12,0,0,67.2,2,22,34.81826182,0,1,1,0,0,0,0,0,0.525482598,0.474517402
1,2400,18000,89235.5,22,0,2,121.7333333,0,10,34.81826182,0,1,1,0,0,0,0,0,0.592498126,0.407501874
1,2400,65019,17180,7,0,0,14.56666667,3,4,34.81826182,0,1,0,0,1,0,0,0,0.538784711,0.461215289
1,2400,34863,47471,12,0,0,70.49108003,1,21,38.26360073,0,1,1,0,0,0,0,0,0.530819888,0.469180112
0,2400,98449,117195,4,0,0,93.81177485,0,13,29.68182705,0,1,0,1,0,0,0,0,0.660148146,0.339851854
1,2500,15000,20200,18,0,0,136.0666667,1,19,34.81826182,0,1,0,0,1,0,0,0,0.648030723,0.351969277
1,2500,25116,36350,10,1,2,276.9666667,0,9,34.81826182,0,1,0,0,1,0,0,0,0.840882659,0.159117341
0,2500,7229,44516,7,0,0,208,0,12,34.81826182,0,1,0,0,0,0,0,1,0.731663057,0.268336943
0,2500,71408,78600,8,0,0,255.7333333,0,12,34.81826182,0,1,0,0,0,1,0,0,0.846510177,0.153489823
1,2800,50795,63100,26,2,15,145.6333333,3,45,34.81826182,0,1,0,0,0,0,0,1,0.639829805,0.360170195
1,2800,4000,60850,16,4,0,112.6333333,2,9,34.81826182,0,1,0,0,1,0,0,0,0.570198484,0.429801516
1,2900,78600,113000,6,1,0,165.3333333,2,26,34.81826182,1,0,0,0,0,1,0,0,0.713576188,0.286423812
0,2900,103949,112505,1,0,0,96.10232967,0,13,30.05113629,0,1,0,1,0,0,0,0,0.675468416,0.324531584
0,2900,104373,120702,2,0,0,101.5402975,0,13,29.91585903,0,1,0,1,0,0,0,0,0.680216598,0.319783402
1,2900,7750,67996,16,3,0,122.2046628,2,8,36.211348,0,1,0,0,1,0,0,0,0.587021717,0.412978283
1,2900,61962,70915,2,0,0,282.8016592,3,37,49.20639579,1,0,1,0,0,0,0,0,0.818922228,0.181077772
0,3000,104570,121729,2,0,0,85.88437189,0,14,32.05978327,0,1,0,1,0,0,0,0,0.648335923,0.351664077
1,3000,7000,20300,3,0,0,50.8,5,9,34.81826182,0,1,0,0,1,0,0,0,0.487245003,0.512754997
1,3000,65019,8800,2,0,1,77.76666667,0,3,34.81826182,0,1,0,0,1,0,0,0,0.655711633,0.344288367
1,3000,65019,33000,1,0,1,23.3,1,2,34.81826182,0,1,0,0,1,0,0,0,0.54445529,0.45554471
1,3000,119826,193500,8,0,0,130.0333585,0,27,34.81826182,0,1,0,0,1,0,0,0,0.673426285,0.326573715
1,3000,20000,29750,2,0,0,187.0666667,0,12,34.81826182,1,0,0,0,1,0,0,0,0.728625403,0.271374597
1,3000,65019,14500,3,0,0,9.3,14,2,34.81826182,0,1,0,0,1,0,0,0,0.524241778,0.475758222
1,3000,65019,14100,1,0,0,104.2,0,19,34.81826182,0,1,0,0,1,0,0,0,0.672936063,0.327063937
1,3000,47000,82700,10,0,1,262.1666667,5,26,34.81826182,0,1,0,0,0,1,0,0,0.813444088,0.186555912
1,3000,34542,45900,8.5,0,2,62.36666667,0,10,34.81826182,0,1,1,0,0,0,0,0,0.542916153,0.457083847
0,3000,58000,71500,10,0,2,211.9333333,0,25,34.81826182,0,1,1,0,0,0,0,0,0.776706587,0.223293413
0,3000,47000,56400,21,0,0,201.8666667,0,20,34.81826182,0,1,0,1,0,0,0,0,0.772580573,0.227419427
1,3100,39589,36100,1.5,0,0,153.1666667,1,14,34.81826182,0,1,0,0,1,0,0,0,0.700843751,0.299156249
0,3100,65019,70400,7,0,0,173.4666667,1,20,34.81826182,0,0,0,0,1,0,0,0,0.742081394,0.257918606
0,3200,67848,74566,10,0,1,206.4266021,0,25,40.11567728,0,1,1,0,0,0,0,0,0.771506346,0.228493654
1,3200,48603,61000,28,0,4,122.0333333,1,25,34.81826182,0,1,0,0,0,1,0,0,0.649889264,0.350110736
1,3200,27200,40834,7,0,0,298.131564,0,7,35.55353879,0,1,0,0,1,0,0,0,0.863502316,0.136497684
1,3200,54000,64850,1,0,0,121.8666667,3,21,34.81826182,0,1,0,0,1,0,0,0,0.643982243,0.356017757
0,3200,74864,87266,7,0,0,250.6312692,0,12,42.90999735,0,1,0,0,0,1,0,0,0.830226489,0.169773511
1,3200,23159,89235.5,20,0,2,117.8057478,0,9,0.524499215,0,1,1,0,0,0,0,0,0.693072257,0.306927743
1,3300,126541,134527,9,1,0,139,0,36,34.81826182,0,1,0,0,0,0,1,0,0.725372528,0.274627472
1,3300,130518,164317,9,0,6,192.289149,0,33,35.73055919,1,0,0,0,1,0,0,0,0.779749221,0.220250779
1,3400,37000,52000,2,0,1,183.2999156,0,6,34.81826182,0,1,0,1,0,0,0,0,0.741987194,0.258012806
1,3500,23200,38666,11,0,0,162.3666667,0,14,34.81826182,0,1,0,0,1,0,0,0,0.698009058,0.301990942
1,3500,19400,20494,5,0,0,95.93333333,0,9,34.81826182,0,1,0,0,1,0,0,0,0.598905095,0.401094905
1,3600,61584,61800,10,0,0,173.4666667,1,20,34.81826182,0,1,0,0,0,1,0,0,0.746872007,0.253127993
1,3600,41900,52490,3,0,0,72.03333333,2,4,34.81826182,0,1,1,0,0,0,0,0,0.577431769,0.422568231
0,3600,83700,111800,6,0,0,192.7333333,1,28,34.81826182,0,1,0,0,0,1,0,0,0.761800608,0.238199392
0,3600,61327,76484,9,0,2,202.5107752,0,25,41.5163897,0,1,1,0,0,0,0,0,0.75396828,0.24603172
0,3600,100693,114743,6,0,0,88.47045213,0,14,29.39354338,0,1,0,1,0,0,0,0,0.664907621,0.335092379
1,3600,48507,61000,13,1,4,97.4,0,17,34.81826182,1,0,0,1,0,0,0,0,0.610868899,0.389131101
0,3600,52337,63989,20,0,0,204.2724988,0,20,20.47091551,0,1,0,1,0,0,0,0,0.808376719,0.191623281
1,3700,17857,21144,5,0,0,129.7173231,1,9,26.63434752,0,1,0,0,1,0,0,0,0.674577888,0.325422112
1,3800,19135,97692,1.6,1,6,252.6333333,1,25,34.81826182,0,1,1,0,0,0,0,0,0.757011079,0.242988921
0,3800,51180,63459,20,0,0,203.7515336,0,20,20.06704205,0,1,0,1,0,0,0,0,0.80831953,0.19168047
0,3800,65019,73189,7,0,0,173.4666667,1,20,22.25394916,0,0,0,0,1,0,0,0,0.771548973,0.228451027
0,3800,11543,46045,7,0,0,204.6479917,0,11,42.17316588,0,1,0,0,0,0,0,1,0.722677081,0.277322919
1,3900,29896,45960,11,0,0,146.1232422,0,14,24.47888119,0,1,0,0,1,0,0,0,0.707192635,0.292807365
1,3900,14500,22092,3.5,0,1,150.3,5,8,34.81826182,0,1,0,0,1,0,0,0,0.67601028,0.32398972
0,3900,52825,63000,8,0,4,171.6666667,1,31,34.81826182,1,0,0,0,0,1,0,0,0.713289338,0.286710662
0,3900,102143,118742,2,0,0,85.27736558,0,13,29.34392109,0,1,0,1,0,0,0,0,0.659570425,0.340429575
1,3900,21200,39000,4,0,1,86.56666667,2,14,34.81826182,1,0,1,0,0,0,0,0,0.562764991,0.437235009
0,4000,105164,112774,1,0,0,94.72487417,0,13,29.39092806,0,1,0,1,0,0,0,0,0.683073996,0.316926004
0,4000,54543,61777,21,0,0,205.58668,0,19,21.80656346,0,1,0,1,0,0,0,0,0.813936605,0.186063395
1,4000,65019,80609,1.5,0,2,126.5333333,3,12,34.81826182,0,1,0,0,1,0,0,0,0.673257476,0.326742524
1,4000,26572,31960,11,0,0,117.7951039,0,8,41.28649195,0,1,0,1,0,0,0,0,0.631082352,0.368917648
1,4000,17000,52012,22,3,1,85.33333333,1,9,34.81826182,0,1,0,0,0,1,0,0,0.565118725,0.434881275
1,4000,29562,37200,6,0,0,92.13333333,1,26,34.81826182,1,0,0,0,1,0,0,0,0.57546794,0.42453206
1,4000,41700,76725,0.5,0,3,136.1333333,0,15,34.81826182,0,1,0,0,1,0,0,0,0.649950842,0.350049158
1,4000,58000,69440,3.5,0,1,168.6666667,0,18,34.81826182,0,1,0,0,1,0,0,0,0.730325784,0.269674216
1,4000,5700,18000,7,0,0,12.2,0,17,34.81826182,1,0,0,0,1,0,0,0,0.42098048,0.57901952
1,4000,45000,58350,3.5,0,0,162,3,16,34.81826182,0,1,1,0,0,0,0,0,0.709978443,0.290021557
1,4000,7000,16020,18,0,1,85.8,2,23,34.81826182,0,1,0,0,1,0,0,0,0.552390173,0.447609827
0,4000,66000,79050,1.8,2,0,279,1,6,34.81826182,0,1,0,0,1,0,0,0,0.8673608,0.1326392
0,4000,65019,45760,0,0,0,173.4666667,0,0,34.81826182,0,1,0,0,1,0,0,0,0.778892555,0.221107445
0,4000,62000,78000,4,0,0,109.5666667,0,15,34.81826182,0,1,0,0,1,0,0,0,0.646088127,0.353911873
0,4000,64240,63990,5,2,0,160.3,1,23,34.81826182,0,1,0,0,0,0,1,0,0.72476466,0.27523534
1,4000,74000,93000,2.6,1,3,186.6333333,1,9,34.81826182,0,1,0,0,0,1,0,0,0.768647639,0.231352361
1,4000,55000,59000,12,2,0,146.1,0,22,34.81826182,1,0,0,0,1,0,0,0,0.700513603,0.299486397
0,4000,67625,80698,11,0,1,212.3493039,0,25,39.12871763,0,1,1,0,0,0,0,0,0.781592982,0.218407018
0,4000,67533,71865,10,0,2,227.7929884,0,25,39.1663287,0,1,1,0,0,0,0,0,0.802527048,0.197472952
1,4100,65019,19132,0,0,0,100.7746522,0,19,33.8409199,0,1,0,0,1,0,0,0,0.672298969,0.327701031
1,4100,58500,65000,8,1,2,63.93333333,2,15,34.81826182,0,1,0,0,1,0,0,0,0.570271155,0.429728845
0,4100,57992,63797,7,0,4,165.505037,1,31,22.27817437,1,0,0,0,0,1,0,0,0.741584378,0.258415622
0,4200,56544,59218,19,0,0,211.0025991,1,20,19.02770442,0,1,0,1,0,0,0,0,0.826142497,0.173857503
1,4200,34800,50225,2,1,0,93.5,1,5,34.81826182,0,1,0,0,1,0,0,0,0.605500013,0.394499987
0,4200,67700,77000,4,0,0,128.8333333,0,31,34.81826182,1,0,0,0,0,0,1,0,0.666284937,0.333715063
0,4200,44000,55085,6,0,1,75.43333333,1,16,34.81826182,1,0,0,0,1,0,0,0,0.573075747,0.426924253
0,4200,66272,82953,3,0,0,110.2786626,0,15,43.45058791,0,1,0,0,1,0,0,0,0.627385633,0.372614367
0,4200,50216,58541,19,0,0,209.8713022,0,19,20.20803267,0,1,0,1,0,0,0,0,0.817975225,0.182024775
0,4300,71206,78698,3,0,0,129.932869,0,31,34.18137652,1,0,0,0,0,0,1,0,0.673978575,0.326021425
0,4300,68815,79852,6,0,0,105.1207088,0,14,41.80637615,0,1,0,0,1,0,0,0,0.634331527,0.365668473
0,4300,72021,80027,2,2,0,263.9703003,0,5,36.43209394,0,1,0,0,1,0,0,0,0.859370323,0.140629677
0,4400,53969,63869,7,0,3,162.3900107,0,30,23.58107924,1,0,0,0,0,1,0,0,0.733227903,0.266772097
0,4400,65019,60250,7,0,0,173.4666667,1,20,34.81826182,0,0,0,0,1,0,0,0,0.75442062,0.24557938
1,4400,53091,64074,14,1,3,89.86105825,0,17,39.15808483,1,0,0,1,0,0,0,0,0.598507546,0.401492454
0,4500,66127,79087,4,1,0,81.3490651,0,15,40.70530876,0,1,0,0,1,0,0,0,0.590406705,0.409593295
0,4500,65019,77182,7,0,0,173.4666667,1,20,25.2272529,0,0,0,0,1,0,0,0,0.766299072,0.233700928
1,4500,39000,66000,1,0,0,170.3666667,1,19,34.81826182,0,1,0,0,1,0,0,0,0.707279325,0.292720675
0,4500,71082,79247,4,0,0,118.7604101,0,14,41.42111052,0,1,0,0,1,0,0,0,0.661449653,0.338550347
0,4500,65019,49044,0,0,0,173.4666667,0,0,11.6527388,0,1,0,0,1,0,0,0,0.823417105,0.176582895
1,4500,57000,89235.5,5,0,0,222.6,1,13,34.81826182,0,1,0,0,1,0,0,0,0.796611932,0.203388068
1,4500,34184,46000,3.5,0,1,122.6,2,22,34.81826182,0,1,1,0,0,0,0,0,0.633482407,0.366517593
1,4500,66517,87000,10,0,4,125.8,0,34,34.81826182,1,0,0,0,0,1,0,0,0.64932623,0.35067377
0,4500,45500,50000,6,0,0,86.16666667,0,18,34.81826182,0,1,0,0,1,0,0,0,0.599423395,0.400576605
1,4500,118000,146870,4.5,2,0,203.8666667,1,20,34.81826182,0,1,0,0,0,1,0,0,0.80892803,0.19107197
1,4500,90000,105800,6,2,3,80.1,3,10,34.81826182,0,1,0,0,1,0,0,0,0.627503816,0.372496184
0,4700,67913,97205,2,0,0,142.8243915,0,24,35.22699719,0,0,1,0,0,0,0,0,0.68455748,0.31544252
0,4700,71855,88566,2,2,0,283.9595381,0,5,36.47547328,0,1,0,0,1,0,0,0,0.873868736,0.126131264
0,4700,53918,59511,6,0,0,54.13647743,1,15,34.41650781,1,0,0,0,1,0,0,0,0.55729949,0.44270051
1,4700,49100,58238,0.1,0,0,61.8,2,17,34.81826182,0,1,0,0,0,1,0,0,0.552934,0.447066
0,4700,88026,115506,6,0,0,182.2483316,0,27,29.20902258,0,1,0,0,0,1,0,0,0.770921146,0.229078854
1,4700,26900,45000,9,1,2,90.46666667,1,16,34.81826182,0,1,0,0,0,1,0,0,0.580108068,0.419891932
0,4800,67317,97191,3,0,0,137.3197248,0,23,34.27529378,0,0,1,0,0,0,0,0,0.680207589,0.319792411
0,4800,56067,63102,9,0,3,160.1463113,1,30,21.58376012,1,0,0,0,0,1,0,0,0.740759902,0.259240098
0,4800,80482,88342,7,0,0,275.0323948,0,11,43.71763511,0,1,0,0,0,1,0,0,0.862685547,0.137314453
0,4900,58688,63348,9,0,3,179.1625747,2,31,22.54439284,1,0,0,0,0,1,0,0,0.765902911,0.234097089
0,4900,65873,90408,2,0,0,141.858999,0,23,37.76961861,0,0,1,0,0,0,0,0,0.680282179,0.319717821
1,4900,25597,23031,5,0,0,101.7467664,0,8,33.24315698,0,1,0,0,1,0,0,0,0.63211965,0.36788035
0,4900,67794,84630,4,0,0,112.5734189,0,15,41.67399636,0,1,0,0,1,0,0,0,0.642536747,0.357463253
1,4900,44000,59745,10,0,0,81.5,3,13,34.81826182,0,1,0,0,1,0,0,0,0.591915662,0.408084338
0,4900,65019,28437.5,7,0,0,173.4666667,1,20,34.81826182,0,1,0,0,1,0,0,0,0.77445535,0.22554465
0,4900,170986,245300,7,0,0,131.9333333,0,22,34.81826182,1,0,0,0,0,0,1,0,0.735934706,0.264065294
1,4900,65576,65774,6,1,2,61.64250608,1,14,40.59091002,0,1,0,0,1,0,0,0,0.567199682,0.432800318
0,4900,57461,68494,8,0,4,183.6356132,0,30,22.79542355,1,0,0,0,0,1,0,0,0.767461107,0.232538893
0,4900,65019,69706,7,0,0,173.4666667,1,20,33.70558774,0,0,0,0,1,0,0,0,0.753912564,0.246087436
0,5000,65019,34846,7,0,0,173.4666667,1,20,33.35465263,0,1,0,0,1,0,0,0,0.774518839,0.225481161
0,5000,47479,61690,5,0,0,65.03296901,1,16,36.69941492,1,0,0,0,1,0,0,0,0.556230268,0.443769732
0,5000,66839,87168,4,0,0,122.5972226,0,15,40.61677935,0,1,0,0,1,0,0,0,0.658969028,0.341030972
0,5000,12457,53448,7,0,0,207.1434813,0,12,44.10795169,0,1,0,0,0,0,0,1,0.723444547,0.276555453
0,5000,90059,113714,7,0,0,193.6364469,0,28,25.89731648,0,1,0,0,0,1,0,0,0.795782727,0.204217273
1,5000,22320,34900,10,0,0,65.7,1,5,34.81826182,0,1,0,0,1,0,0,0,0.55930139,0.44069861
1,5000,40000,70500,0.4,0,0,61.76666667,2,8,34.81826182,0,1,1,0,0,0,0,0,0.543051211,0.456948789
1,5000,100882,102700,5,0,1,58.86666667,0,16,34.81826182,0,1,1,0,0,0,0,0,0.613308142,0.386691858
1,5000,31000,47350,12,0,0,173.4666667,1,20,34.81826182,0,1,0,0,0,1,0,0,0.720927658,0.279072342
1,5000,63125,126500,3,0,0,100.3,0,14,34.81826182,0,1,0,1,0,0,0,0,0.604290019,0.395709981
1,5000,100000,129693.5,13,0,0,173.4666667,1,20,34.81826182,0,1,1,0,0,0,0,0,0.768012198,0.231987802
1,5000,65019,132000,17.5,0,2,121.9,0,14,34.81826182,0,1,0,0,1,0,0,0,0.648369419,0.351630581
1,5000,65019,9100,1,0,0,54.73333333,2,8,34.81826182,0,1,0,0,1,0,0,0,0.621293696,0.378706304
1,5000,34200,50830,6,0,0,57,1,9,34.81826182,0,1,0,0,1,0,0,0,0.543498197,0.456501803
1,5000,65019,71277,10,0,0,72.43333333,1,12,34.81826182,0,1,0,0,1,0,0,0,0.608268627,0.391731373
1,5000,123000,157500,9,0,0,173.4666667,1,20,34.81826182,0,1,1,0,0,0,0,0,0.779688147,0.220311853
1,5000,16600,25250,6,0,0,88.7,1,3,34.81826182,0,1,0,0,1,0,0,0,0.596273679,0.403726321
1,5000,65019,52000,7,0,1,285.3333333,0,6,34.81826182,0,1,0,0,1,0,0,0,0.885773851,0.114226149
1,5000,22700,34225,4,0,0,74.63333333,3,9,34.81826182,0,1,0,0,1,0,0,0,0.563170364,0.436829636
1,5000,6000,38575,7,0,1,335.0333333,3,42,34.81826182,0,1,0,0,0,0,0,1,0.856379384,0.143620616
1,5000,65019,74500,19,0,0,173.4666667,1,20,34.81826182,0,1,0,0,1,0,0,0,0.756810692,0.243189308
1,5000,65019,94119,19,0,0,173.4666667,1,20,34.81826182,0,1,0,0,1,0,0,0,0.745485035,0.254514965
1,5000,73126,87500,1,0,0,125.9666667,2,10,34.81826182,1,0,0,0,1,0,0,0,0.692036434,0.307963566
1,5000,72517,86250,19,0,1,300.3666667,1,24,34.81826182,1,0,1,0,0,0,0,0,0.884057974,0.115942026
1,5000,26037,35000,12,0,0,182.6333333,0,13,34.81826182,0,1,0,0,0,1,0,0,0.743432813,0.256567187
1,5000,39000,50340,10,0,0,179.8333333,1,19,34.81826182,0,1,0,1,0,0,0,0,0.739422033,0.260577967
0,5000,65019,26550,1.7,0,0,276.9666667,1,14,34.81826182,1,0,0,0,1,0,0,0,0.881025043,0.118974957
1,5000,70470,77908,5,0,0,173.4666667,1,20,34.81826182,1,0,0,0,1,0,0,0,0.753323236,0.246676764
1,5000,65019,36375,3,0,0,266.8,1,26,34.81826182,0,1,0,0,1,0,0,0,0.861688031,0.138311969
1,5000,74225,89640,0.3,0,0,173.4666667,1,20,34.81826182,1,0,0,0,0,1,0,0,0.74862103,0.25137897
1,5000,65019,65400,1.5,0,0,51.76666667,0,4,34.81826182,0,1,0,1,0,0,0,0,0.58287448,0.41712552
1,5000,65019,37500,7,0,3,107.1333333,10,5,34.81826182,0,1,0,0,1,0,0,0,0.683902456,0.316097544
1,5000,78565,98500,24,0,0,51.76666667,3,14,34.81826182,1,0,0,0,0,1,0,0,0.582845424,0.417154576
1,5000,59900,80800,15,0,0,219.1333333,1,18,34.81826182,1,0,0,0,0,1,0,0,0.802940065,0.197059935
1,5000,10171,26809,13,3,6,228.3,0,24,34.81826182,0,1,0,1,0,0,0,0,0.766916744,0.233083256
0,5000,78893,82600,16,0,0,133.9,1,34,34.81826182,0,1,1,0,0,0,0,0,0.696546835,0.303453165
1,5000,85165,107940,6,5,3,122.7666667,5,28,34.81826182,0,1,1,0,0,0,0,0,0.661507562,0.338492438
1,5000,68000,75616,0.1,0,0,131.8666667,0,30,34.81826182,1,0,0,0,0,1,0,0,0.675575615,0.324424385
1,5000,71571,85100,1.4,0,1,82.13333333,0,13,34.81826182,1,0,0,0,0,1,0,0,0.616987002,0.383012998
1,5000,28000,36810,2,1,0,222.2,1,6,34.81826182,1,0,0,0,1,0,0,0,0.795341482,0.204658518
1,5000,40000,32480,8,3,2,163.3666667,1,16,34.81826182,0,1,0,0,1,0,0,0,0.726369349,0.273630651
0,5000,81748,89235.5,14,1,2,144.0666667,2,17,34.81826182,1,0,0,0,0,1,0,0,0.727605187,0.272394813
1,5000,44674,59375,10,0,0,178.6925087,1,19,26.44819746,0,1,0,1,0,0,0,0,0.759178951,0.240821049
1,5000,61999,75021.3,5,0,0,97.1,0,23,34.81826182,0,1,0,0,1,0,0,0,0.623020467,0.376979533
1,5000,80153,97275,1,0,0,120.6750632,2,10,37.51270841,1,0,0,0,1,0,0,0,0.681383643,0.318616357
1,5000,68739,93435,3,0,0,148.7204047,0,23,36.66927861,0,0,1,0,0,0,0,0,0.697373999,0.302626001
1,5000,51209,55320,5,0,1,69.1074656,1,15,35.02507297,1,0,0,0,1,0,0,0,0.579761043,0.420238957
1,5000,46696,85202,2,1,2,148.3406455,0,14,46.489874,0,1,0,0,1,0,0,0,0.649479627,0.350520373
0,5000,65019,46281,2,0,0,257.6522064,0,26,40.95258888,0,1,0,0,1,0,0,0,0.840279873,0.159720127
1,5000,66435,82819,2,0,0,125.1306256,0,14,42.18353867,0,1,0,0,1,0,0,0,0.661022056,0.338977944
1,5100,179725,251962,7,0,0,127.4988134,0,22,40.30825936,1,0,0,0,0,0,1,0,0.726181695,0.273818305
0,5100,85583,115341,7,0,0,177.9582551,1,28,26.25797013,0,1,0,0,0,1,0,0,0.769388121,0.230611879
0,5100,72891,80691,1,1,0,273.8817052,0,6,39.85214652,0,1,0,0,1,0,0,0,0.865190851,0.134809149
1,5100,30755,46735,10,0,0,69,0,17,34.81826182,0,1,0,0,1,0,0,0,0.554593475,0.445406525
1,5100,65019,26715,1,0,0,258.7892976,0,14,26.72234334,1,0,0,0,1,0,0,0,0.877893806,0.122106194
1,5100,87258,121382,6,0,0,181.6630402,0,28,25.44475915,0,1,0,0,0,1,0,0,0.774705872,0.225294128
0,5100,65019,28291,2,0,0,277.9445608,1,14,23.64469128,1,0,0,0,1,0,0,0,0.894851288,0.105148712
0,5100,9900,30451,11,0,0,21.2,0,2,34.81826182,0,1,0,0,1,0,0,0,0.468055542,0.531944458
1,5100,93000,116875,10,0,0,417.6333333,2,50,34.81826182,0,1,0,0,1,0,0,0,0.939254936,0.060745064
1,5100,15500,34000,0,1,2,86.23333333,2,13,34.81826182,1,0,0,0,1,0,0,0,0.559410421,0.440589579
0,5100,129319,141875,7,1,0,157.8598021,0,36,25.65074122,0,1,0,0,0,0,1,0,0.777978738,0.222021262
1,5100,66834,87361,0,2,0,290.034108,0,6,38.76698507,0,1,0,0,1,0,0,0,0.871752647,0.128247353
1,5100,73882,96031,0,0,0,125.7874001,1,10,34.44607922,1,0,0,0,1,0,0,0,0.688919424,0.311080576
1,5100,74071,97064,0,0,0,121.0759726,2,9,36.40172955,1,0,0,0,1,0,0,0,0.676624711,0.323375289
1,5100,62702,79784,2,0,0,108.0725908,0,15,43.29013982,0,1,0,0,1,0,0,0,0.625115957,0.374884043
1,5200,65019,36425,2,0,0,266.8134646,1,14,23.79740106,1,0,0,0,1,0,0,0,0.884654008,0.115345992
1,5200,67000,77000,9,0,1,119.7,0,25,34.81826182,0,1,0,0,1,0,0,0,0.667051761,0.332948239
1,5200,43039,53521,11,0,0,184.2966873,1,19,24.41476318,0,1,0,1,0,0,0,0,0.773400489,0.226599511
1,5200,19000,26000,0,1,0,17.2,10,7,34.81826182,1,0,0,0,1,0,0,0,0.453824938,0.546175062
1,5200,65019,9500,1,0,1,81.1,1,2,34.81826182,1,0,0,0,1,0,0,0,0.673251346,0.326748654
0,5200,91250,110000,24,0,0,123.7666667,1,12,34.81826182,0,1,0,1,0,0,0,0,0.717409233,0.282590767
0,5200,16324,45187,7,0,0,221.1180817,0,11,42.71209384,0,1,0,0,0,0,0,1,0.75828049,0.24171951
1,5200,40564,39527,0,0,0,157.7710357,1,13,72.67043331,0,1,0,0,1,0,0,0,0.618591647,0.381408353
0,5300,73698,84427,4,0,0,173.4666667,1,20,19.13120118,1,0,0,0,1,0,0,0,0.787840503,0.212159497
0,5300,66987,65111,4,1,0,175.3287038,1,22,40.44257039,0,1,0,0,0,0,1,0,0.743659021,0.256340979
1,5300,26908,36078,7,0,0,302.3587095,0,8,39.1969854,0,1,0,0,1,0,0,0,0.869090354,0.130909646
0,5300,65019,49396,0,0,0,173.4666667,0,0,12.04367058,0,1,0,0,1,0,0,0,0.825624258,0.174375742
0,5300,44993,50673,7,0,0,184.7427672,1,18,27.90612273,0,1,0,1,0,0,0,0,0.769756263,0.230243737
1,5300,51000,64000,10,1,0,98.33333333,0,12,34.81826182,0,1,1,0,0,0,0,0,0.635284069,0.364715931
0,5300,75958,91703,0,0,0,124.1821788,1,10,34.59906019,1,0,0,0,1,0,0,0,0.693256492,0.306743508
0,5300,97132,117343,22,0,0,109.9339079,1,11,35.8385427,0,1,0,1,0,0,0,0,0.698917235,0.301082765
