BAD,LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,REASON_DebtCon,REASON_HomeImp,JOB_Mgr,JOB_Office,JOB_Other,JOB_ProfExe,JOB_Sales,JOB_Self,P_BAD0,P_BAD1
0,2500,7229.0,44516.0,7.0,0.0,0.0,208.0,0.0,12.0,34.818261818587,0,1,0,0,0,0,0,1,0.7316630573958595,0.26833694260414054
0,2500,71408.0,78600.0,8.0,0.0,0.0,255.733333333333,0.0,12.0,34.818261818587,0,1,0,0,0,1,0,0,0.846510176609179,0.15348982339082096
1,2800,50795.0,63100.0,26.0,2.0,15.0,145.63333333333298,3.0,45.0,34.818261818587,0,1,0,0,0,0,0,1,0.6398298053768217,0.36017019462317834
1,2800,4000.0,60850.0,16.0,4.0,0.0,112.633333333333,2.0,9.0,34.818261818587,0,1,0,0,1,0,0,0,0.5701984841214063,0.42980151587859367
1,2900,78600.0,113000.0,6.0,1.0,0.0,165.333333333333,2.0,26.0,34.818261818587,1,0,0,0,0,1,0,0,0.7135761878466368,0.2864238121533632
0,2900,103949.0,112505.0,1.0,0.0,0.0,96.1023296698115,0.0,13.0,30.0511362863198,0,1,0,1,0,0,0,0,0.6754684156161972,0.32453158438380286
0,2900,104373.0,120702.0,2.0,0.0,0.0,101.540297533419,0.0,13.0,29.915859028024503,0,1,0,1,0,0,0,0,0.6802165982202077,0.31978340177979225
1,2900,7750.0,67996.0,16.0,3.0,0.0,122.20466276171301,2.0,8.0,36.211347997762,0,1,0,0,1,0,0,0,0.587021716774156,0.412978283225844
1,2900,61962.0,70915.0,2.0,0.0,0.0,282.80165923776,3.0,37.0,49.2063957904495,1,0,1,0,0,0,0,0,0.8189222278680883,0.18107777213191165
0,3000,104570.0,121729.0,2.0,0.0,0.0,85.884371894994,0.0,14.0,32.05978326718311,0,1,0,1,0,0,0,0,0.6483359228810108,0.35166407711898917
1,3000,7000.0,20300.0,3.0,0.0,0.0,50.8,5.0,9.0,34.818261818587,0,1,0,0,1,0,0,0,0.48724500278457883,0.5127549972154212
1,3000,65019.0,8800.0,2.0,0.0,1.0,77.7666666666667,0.0,3.0,34.818261818587,0,1,0,0,1,0,0,0,0.6557116333002161,0.3442883666997839
1,3000,65019.0,33000.0,1.0,0.0,1.0,23.3,1.0,2.0,34.818261818587,0,1,0,0,1,0,0,0,0.5444552898346888,0.4555447101653111
1,3000,119826.0,193500.0,8.0,0.0,0.0,130.033358458961,0.0,27.0,34.818261818587,0,1,0,0,1,0,0,0,0.6734262850809324,0.3265737149190676
1,3000,20000.0,29750.0,2.0,0.0,0.0,187.06666666666698,0.0,12.0,34.818261818587,1,0,0,0,1,0,0,0,0.7286254032644679,0.2713745967355321
1,3000,65019.0,14500.0,3.0,0.0,0.0,9.3,14.0,2.0,34.818261818587,0,1,0,0,1,0,0,0,0.5242417778740549,0.47575822212594515
1,3000,65019.0,14100.0,1.0,0.0,0.0,104.2,0.0,19.0,34.818261818587,0,1,0,0,1,0,0,0,0.6729360631179689,0.32706393688203106
1,3000,47000.0,82700.0,10.0,0.0,1.0,262.16666666666697,5.0,26.0,34.818261818587,0,1,0,0,0,1,0,0,0.8134440877459909,0.18655591225400917
1,3000,34542.0,45900.0,8.5,0.0,2.0,62.366666666666696,0.0,10.0,34.818261818587,0,1,1,0,0,0,0,0,0.5429161531248968,0.4570838468751032
0,3000,58000.0,71500.0,10.0,0.0,2.0,211.93333333333302,0.0,25.0,34.818261818587,0,1,1,0,0,0,0,0,0.776706586935737,0.22329341306426292
0,3000,47000.0,56400.0,21.0,0.0,0.0,201.866666666667,0.0,20.0,34.818261818587,0,1,0,1,0,0,0,0,0.7725805731941369,0.22741942680586313
1,3100,39589.0,36100.0,1.5,0.0,0.0,153.166666666667,1.0,14.0,34.818261818587,0,1,0,0,1,0,0,0,0.7008437510070218,0.2991562489929782
0,3100,65019.0,70400.0,7.0,0.0,0.0,173.46666666666698,1.0,20.0,34.818261818587,0,0,0,0,1,0,0,0,0.7420813937597537,0.2579186062402464
0,3200,67848.0,74566.0,10.0,0.0,1.0,206.426602063746,0.0,25.0,40.115677277509,0,1,1,0,0,0,0,0,0.7715063463428884,0.22849365365711155
1,3200,48603.0,61000.0,28.0,0.0,4.0,122.03333333333299,1.0,25.0,34.818261818587,0,1,0,0,0,1,0,0,0.6498892642848411,0.350110735715159
1,3200,27200.0,40834.0,7.0,0.0,0.0,298.131564030104,0.0,7.0,35.5535387893457,0,1,0,0,1,0,0,0,0.8635023162535513,0.13649768374644866
1,3200,54000.0,64850.0,1.0,0.0,0.0,121.866666666667,3.0,21.0,34.818261818587,0,1,0,0,1,0,0,0,0.6439822431797029,0.3560177568202972
0,3200,74864.0,87266.0,7.0,0.0,0.0,250.631269223786,0.0,12.0,42.9099973509554,0,1,0,0,0,1,0,0,0.8302264885255237,0.16977351147447622
1,3200,23159.0,89235.5,20.0,0.0,2.0,117.80574783784401,0.0,9.0,0.5244992154298811,0,1,1,0,0,0,0,0,0.6930722566012439,0.306927743398756
1,3300,126541.0,134527.0,9.0,1.0,0.0,139.0,0.0,36.0,34.818261818587,0,1,0,0,0,0,1,0,0.7253725276549823,0.2746274723450178
1,3300,130518.0,164317.0,9.0,0.0,6.0,192.289148972957,0.0,33.0,35.7305591898926,1,0,0,0,1,0,0,0,0.7797492210276908,0.2202507789723091
1,3400,37000.0,52000.0,2.0,0.0,1.0,183.29991561181401,0.0,6.0,34.818261818587,0,1,0,1,0,0,0,0,0.7419871937136633,0.25801280628633666
1,3500,23200.0,38666.0,11.0,0.0,0.0,162.36666666666702,0.0,14.0,34.818261818587,0,1,0,0,1,0,0,0,0.6980090580067095,0.3019909419932905
1,3500,19400.0,20494.0,5.0,0.0,0.0,95.9333333333333,0.0,9.0,34.818261818587,0,1,0,0,1,0,0,0,0.5989050947452803,0.40109490525471964
1,3600,61584.0,61800.0,10.0,0.0,0.0,173.46666666666698,1.0,20.0,34.818261818587,0,1,0,0,0,1,0,0,0.7468720072227278,0.25312799277727216
1,3600,41900.0,52490.0,3.0,0.0,0.0,72.0333333333333,2.0,4.0,34.818261818587,0,1,1,0,0,0,0,0,0.5774317687974606,0.42256823120253934
0,3600,83700.0,111800.0,6.0,0.0,0.0,192.733333333333,1.0,28.0,34.818261818587,0,1,0,0,0,1,0,0,0.7618006079902132,0.23819939200978676
0,3600,61327.0,76484.0,9.0,0.0,2.0,202.51077515241002,0.0,25.0,41.5163896993251,0,1,1,0,0,0,0,0,0.753968279594906,0.246031720405094
0,3600,100693.0,114743.0,6.0,0.0,0.0,88.47045213477159,0.0,14.0,29.3935433821909,0,1,0,1,0,0,0,0,0.6649076205532729,0.3350923794467271
1,3600,48507.0,61000.0,13.0,1.0,4.0,97.4,0.0,17.0,34.818261818587,1,0,0,1,0,0,0,0,0.6108688988658806,0.38913110113411936
0,3600,52337.0,63989.0,20.0,0.0,0.0,204.272498843927,0.0,20.0,20.4709155077911,0,1,0,1,0,0,0,0,0.8083767191217042,0.1916232808782959
1,3700,17857.0,21144.0,5.0,0.0,0.0,129.717323127429,1.0,9.0,26.6343475182701,0,1,0,0,1,0,0,0,0.6745778883487998,0.32542211165120016
1,3800,19135.0,97692.0,1.6,1.0,6.0,252.633333333333,1.0,25.0,34.818261818587,0,1,1,0,0,0,0,0,0.7570110788631639,0.24298892113683607
0,3800,51180.0,63459.0,20.0,0.0,0.0,203.75153357891602,0.0,20.0,20.067042050961,0,1,0,1,0,0,0,0,0.808319530018732,0.19168046998126803
0,3800,65019.0,73189.0,7.0,0.0,0.0,173.46666666666698,1.0,20.0,22.2539491564939,0,0,0,0,1,0,0,0,0.7715489729029568,0.22845102709704326
0,3800,11543.0,46045.0,7.0,0.0,0.0,204.64799167056,0.0,11.0,42.1731658823291,0,1,0,0,0,0,0,1,0.722677081482028,0.277322918517972
1,3900,29896.0,45960.0,11.0,0.0,0.0,146.123242194151,0.0,14.0,24.478881191093897,0,1,0,0,1,0,0,0,0.7071926353021285,0.29280736469787144
1,3900,14500.0,22092.0,3.5,0.0,1.0,150.3,5.0,8.0,34.818261818587,0,1,0,0,1,0,0,0,0.6760102798229553,0.32398972017704475
0,3900,52825.0,63000.0,8.0,0.0,4.0,171.666666666667,1.0,31.0,34.818261818587,1,0,0,0,0,1,0,0,0.7132893384925423,0.2867106615074577
0,3900,102143.0,118742.0,2.0,0.0,0.0,85.27736557876459,0.0,13.0,29.3439210886061,0,1,0,1,0,0,0,0,0.6595704252901337,0.34042957470986634
1,3900,21200.0,39000.0,4.0,0.0,1.0,86.5666666666667,2.0,14.0,34.818261818587,1,0,1,0,0,0,0,0,0.5627649911203443,0.4372350088796557
0,4000,105164.0,112774.0,1.0,0.0,0.0,94.7248741671333,0.0,13.0,29.390928055174196,0,1,0,1,0,0,0,0,0.6830739956796531,0.3169260043203469
0,4000,54543.0,61777.0,21.0,0.0,0.0,205.586680033493,0.0,19.0,21.8065634639499,0,1,0,1,0,0,0,0,0.8139366045504522,0.18606339544954778
1,4000,65019.0,80609.0,1.5,0.0,2.0,126.53333333333299,3.0,12.0,34.818261818587,0,1,0,0,1,0,0,0,0.6732574756484139,0.3267425243515861
1,4000,26572.0,31960.0,11.0,0.0,0.0,117.795103874788,0.0,8.0,41.286491947517,0,1,0,1,0,0,0,0,0.6310823515502411,0.368917648449759
1,4000,17000.0,52012.0,22.0,3.0,1.0,85.3333333333333,1.0,9.0,34.818261818587,0,1,0,0,0,1,0,0,0.5651187249384009,0.43488127506159907
1,4000,29562.0,37200.0,6.0,0.0,0.0,92.1333333333333,1.0,26.0,34.818261818587,1,0,0,0,1,0,0,0,0.5754679401909923,0.4245320598090076
1,4000,41700.0,76725.0,0.5,0.0,3.0,136.13333333333298,0.0,15.0,34.818261818587,0,1,0,0,1,0,0,0,0.649950841944603,0.3500491580553971
1,4000,58000.0,69440.0,3.5,0.0,1.0,168.666666666667,0.0,18.0,34.818261818587,0,1,0,0,1,0,0,0,0.7303257844634263,0.26967421553657367
1,4000,5700.0,18000.0,7.0,0.0,0.0,12.2,0.0,17.0,34.818261818587,1,0,0,0,1,0,0,0,0.42098048001655264,0.5790195199834474
1,4000,45000.0,58350.0,3.5,0.0,0.0,162.0,3.0,16.0,34.818261818587,0,1,1,0,0,0,0,0,0.7099784428626621,0.29002155713733796
1,4000,7000.0,16020.0,18.0,0.0,1.0,85.8,2.0,23.0,34.818261818587,0,1,0,0,1,0,0,0,0.5523901728170092,0.4476098271829908
0,4000,66000.0,79050.0,1.8,2.0,0.0,279.0,1.0,6.0,34.818261818587,0,1,0,0,1,0,0,0,0.8673608002750313,0.1326391997249688
0,4000,65019.0,45760.0,0.0,0.0,0.0,173.46666666666698,0.0,0.0,34.818261818587,0,1,0,0,1,0,0,0,0.7788925545412079,0.22110744545879216
0,4000,62000.0,78000.0,4.0,0.0,0.0,109.566666666667,0.0,15.0,34.818261818587,0,1,0,0,1,0,0,0,0.6460881272526164,0.35391187274738356
0,4000,64240.0,63990.0,5.0,2.0,0.0,160.3,1.0,23.0,34.818261818587,0,1,0,0,0,0,1,0,0.7247646598390795,0.27523534016092055
1,4000,74000.0,93000.0,2.6,1.0,3.0,186.633333333333,1.0,9.0,34.818261818587,0,1,0,0,0,1,0,0,0.7686476386195857,0.23135236138041432
1,4000,55000.0,59000.0,12.0,2.0,0.0,146.1,0.0,22.0,34.818261818587,1,0,0,0,1,0,0,0,0.7005136033509204,0.2994863966490796
0,4000,67625.0,80698.0,11.0,0.0,1.0,212.34930387920102,0.0,25.0,39.1287176277995,0,1,1,0,0,0,0,0,0.7815929822312375,0.2184070177687625
0,4000,67533.0,71865.0,10.0,0.0,2.0,227.79298841062197,0.0,25.0,39.1663287025626,0,1,1,0,0,0,0,0,0.8025270477966353,0.19747295220336464
1,4100,65019.0,19132.0,0.0,0.0,0.0,100.774652207425,0.0,19.0,33.8409199038245,0,1,0,0,1,0,0,0,0.6722989689184466,0.3277010310815534
1,4100,58500.0,65000.0,8.0,1.0,2.0,63.9333333333333,2.0,15.0,34.818261818587,0,1,0,0,1,0,0,0,0.5702711547570816,0.4297288452429184
0,4100,57992.0,63797.0,7.0,0.0,4.0,165.50503695302,1.0,31.0,22.278174369725498,1,0,0,0,0,1,0,0,0.7415843776850715,0.25841562231492854
0,4200,56544.0,59218.0,19.0,0.0,0.0,211.002599120024,1.0,20.0,19.0277044247499,0,1,0,1,0,0,0,0,0.8261424966089794,0.17385750339102057
1,4200,34800.0,50225.0,2.0,1.0,0.0,93.5,1.0,5.0,34.818261818587,0,1,0,0,1,0,0,0,0.6055000125782118,0.39449998742178816
0,4200,67700.0,77000.0,4.0,0.0,0.0,128.833333333333,0.0,31.0,34.818261818587,1,0,0,0,0,0,1,0,0.66628493734513,0.33371506265487005
0,4200,44000.0,55085.0,6.0,0.0,1.0,75.4333333333333,1.0,16.0,34.818261818587,1,0,0,0,1,0,0,0,0.5730757465550691,0.4269242534449309
0,4200,66272.0,82953.0,3.0,0.0,0.0,110.27866259409599,0.0,15.0,43.450587911052,0,1,0,0,1,0,0,0,0.6273856331314054,0.37261436686859456
0,4200,50216.0,58541.0,19.0,0.0,0.0,209.871302243017,0.0,19.0,20.208032669643,0,1,0,1,0,0,0,0,0.8179752249876862,0.18202477501231384
0,4300,71206.0,78698.0,3.0,0.0,0.0,129.932869017443,0.0,31.0,34.1813765157766,1,0,0,0,0,0,1,0,0.673978575131039,0.32602142486896096
0,4300,68815.0,79852.0,6.0,0.0,0.0,105.12070880504,0.0,14.0,41.806376152358204,0,1,0,0,1,0,0,0,0.6343315265117513,0.36566847348824866
0,4300,72021.0,80027.0,2.0,2.0,0.0,263.970300294846,0.0,5.0,36.432093936708796,0,1,0,0,1,0,0,0,0.8593703233208363,0.14062967667916368
0,4400,53969.0,63869.0,7.0,0.0,3.0,162.390010669274,0.0,30.0,23.5810792388306,1,0,0,0,0,1,0,0,0.7332279030952844,0.26677209690471554
0,4400,65019.0,60250.0,7.0,0.0,0.0,173.46666666666698,1.0,20.0,34.818261818587,0,0,0,0,1,0,0,0,0.7544206195459572,0.2455793804540428
1,4400,53091.0,64074.0,14.0,1.0,3.0,89.86105824971771,0.0,17.0,39.1580848338213,1,0,0,1,0,0,0,0,0.5985075456573146,0.4014924543426855
0,4500,66127.0,79087.0,4.0,1.0,0.0,81.3490650979605,0.0,15.0,40.7053087596899,0,1,0,0,1,0,0,0,0.5904067050903858,0.40959329490961416
0,4500,65019.0,77182.0,7.0,0.0,0.0,173.46666666666698,1.0,20.0,25.227252904310497,0,0,0,0,1,0,0,0,0.7662990720712962,0.23370092792870378
1,4500,39000.0,66000.0,1.0,0.0,0.0,170.36666666666702,1.0,19.0,34.818261818587,0,1,0,0,1,0,0,0,0.7072793249726457,0.2927206750273544
0,4500,71082.0,79247.0,4.0,0.0,0.0,118.760410071659,0.0,14.0,41.4211105205776,0,1,0,0,1,0,0,0,0.661449653145369,0.33855034685463103
0,4500,65019.0,49044.0,0.0,0.0,0.0,173.46666666666698,0.0,0.0,11.6527387959616,0,1,0,0,1,0,0,0,0.8234171052350802,0.17658289476491984
1,4500,57000.0,89235.5,5.0,0.0,0.0,222.6,1.0,13.0,34.818261818587,0,1,0,0,1,0,0,0,0.7966119323606877,0.20338806763931222
1,4500,34184.0,46000.0,3.5,0.0,1.0,122.6,2.0,22.0,34.818261818587,0,1,1,0,0,0,0,0,0.6334824074589693,0.3665175925410307
1,4500,66517.0,87000.0,10.0,0.0,4.0,125.8,0.0,34.0,34.818261818587,1,0,0,0,0,1,0,0,0.6493262299442033,0.3506737700557967
0,4500,45500.0,50000.0,6.0,0.0,0.0,86.1666666666667,0.0,18.0,34.818261818587,0,1,0,0,1,0,0,0,0.5994233945493316,0.4005766054506684
1,4500,118000.0,146870.0,4.5,2.0,0.0,203.866666666667,1.0,20.0,34.818261818587,0,1,0,0,0,1,0,0,0.8089280304256096,0.1910719695743904
1,4500,90000.0,105800.0,6.0,2.0,3.0,80.1,3.0,10.0,34.818261818587,0,1,0,0,1,0,0,0,0.6275038163632531,0.3724961836367469
0,4700,67913.0,97205.0,2.0,0.0,0.0,142.824391513498,0.0,24.0,35.226997191988396,0,0,1,0,0,0,0,0,0.684557479645725,0.31544252035427506
0,4700,71855.0,88566.0,2.0,2.0,0.0,283.959538087112,0.0,5.0,36.47547328263779,0,1,0,0,1,0,0,0,0.8738687360908647,0.1261312639091353
0,4700,53918.0,59511.0,6.0,0.0,0.0,54.13647742959311,1.0,15.0,34.4165078109021,1,0,0,0,1,0,0,0,0.5572994895752843,0.44270051042471575
1,4700,49100.0,58238.0,0.1,0.0,0.0,61.8,2.0,17.0,34.818261818587,0,1,0,0,0,1,0,0,0.5529340003108528,0.4470659996891472
0,4700,88026.0,115506.0,6.0,0.0,0.0,182.24833156081402,0.0,27.0,29.209022579695603,0,1,0,0,0,1,0,0,0.7709211457748645,0.22907885422513552
1,4700,26900.0,45000.0,9.0,1.0,2.0,90.4666666666667,1.0,16.0,34.818261818587,0,1,0,0,0,1,0,0,0.5801080682401734,0.4198919317598266
0,4800,67317.0,97191.0,3.0,0.0,0.0,137.31972480884198,0.0,23.0,34.275293777224306,0,0,1,0,0,0,0,0,0.6802075887113299,0.3197924112886701
0,4800,56067.0,63102.0,9.0,0.0,3.0,160.146311284359,1.0,30.0,21.583760120712103,1,0,0,0,0,1,0,0,0.7407599021258311,0.25924009787416885
0,4800,80482.0,88342.0,7.0,0.0,0.0,275.032394832909,0.0,11.0,43.7176351117471,0,1,0,0,0,1,0,0,0.8626855469923755,0.13731445300762443
0,4900,58688.0,63348.0,9.0,0.0,3.0,179.162574709457,2.0,31.0,22.5443928365337,1,0,0,0,0,1,0,0,0.7659029106320275,0.23409708936797247
0,4900,65873.0,90408.0,2.0,0.0,0.0,141.858998953769,0.0,23.0,37.769618610143496,0,0,1,0,0,0,0,0,0.6802821787727175,0.31971782122728254
1,4900,25597.0,23031.0,5.0,0.0,0.0,101.746766439263,0.0,8.0,33.2431569778701,0,1,0,0,1,0,0,0,0.6321196500259627,0.3678803499740373
0,4900,67794.0,84630.0,4.0,0.0,0.0,112.573418882591,0.0,15.0,41.6739963615285,0,1,0,0,1,0,0,0,0.6425367473687358,0.35746325263126427
1,4900,44000.0,59745.0,10.0,0.0,0.0,81.5,3.0,13.0,34.818261818587,0,1,0,0,1,0,0,0,0.5919156624906311,0.4080843375093689
0,4900,65019.0,28437.5,7.0,0.0,0.0,173.46666666666698,1.0,20.0,34.818261818587,0,1,0,0,1,0,0,0,0.7744553501529904,0.2255446498470096
0,4900,170986.0,245300.0,7.0,0.0,0.0,131.933333333333,0.0,22.0,34.818261818587,1,0,0,0,0,0,1,0,0.7359347061439887,0.26406529385601124
1,4900,65576.0,65774.0,6.0,1.0,2.0,61.642506079922505,1.0,14.0,40.5909100180356,0,1,0,0,1,0,0,0,0.5671996818342496,0.4328003181657504
0,4900,57461.0,68494.0,8.0,0.0,4.0,183.635613228834,0.0,30.0,22.795423551833,1,0,0,0,0,1,0,0,0.7674611070121269,0.23253889298787317
0,4900,65019.0,69706.0,7.0,0.0,0.0,173.46666666666698,1.0,20.0,33.7055877376094,0,0,0,0,1,0,0,0,0.7539125639484116,0.24608743605158842
0,5000,65019.0,34846.0,7.0,0.0,0.0,173.46666666666698,1.0,20.0,33.3546526264887,0,1,0,0,1,0,0,0,0.7745188385006089,0.22548116149939113
0,5000,47479.0,61690.0,5.0,0.0,0.0,65.03296900717551,1.0,16.0,36.699414921672705,1,0,0,0,1,0,0,0,0.5562302680064681,0.4437697319935319
0,5000,66839.0,87168.0,4.0,0.0,0.0,122.597222584587,0.0,15.0,40.6167793460827,0,1,0,0,1,0,0,0,0.6589690284906211,0.34103097150937894
0,5000,12457.0,53448.0,7.0,0.0,0.0,207.14348133476201,0.0,12.0,44.10795169073529,0,1,0,0,0,0,0,1,0.7234445472632196,0.2765554527367804
0,5000,90059.0,113714.0,7.0,0.0,0.0,193.636446864652,0.0,28.0,25.8973164822195,0,1,0,0,0,1,0,0,0.7957827266688117,0.20421727333118833
1,5000,22320.0,34900.0,10.0,0.0,0.0,65.7,1.0,5.0,34.818261818587,0,1,0,0,1,0,0,0,0.5593013899184376,0.44069861008156247
1,5000,40000.0,70500.0,0.4,0.0,0.0,61.7666666666667,2.0,8.0,34.818261818587,0,1,1,0,0,0,0,0,0.5430512107675314,0.4569487892324686
1,5000,100882.0,102700.0,5.0,0.0,1.0,58.866666666666696,0.0,16.0,34.818261818587,0,1,1,0,0,0,0,0,0.6133081417251096,0.3866918582748904
1,5000,31000.0,47350.0,12.0,0.0,0.0,173.46666666666698,1.0,20.0,34.818261818587,0,1,0,0,0,1,0,0,0.7209276582495376,0.27907234175046236
1,5000,63125.0,126500.0,3.0,0.0,0.0,100.3,0.0,14.0,34.818261818587,0,1,0,1,0,0,0,0,0.6042900187015507,0.3957099812984492
1,5000,100000.0,129693.5,13.0,0.0,0.0,173.46666666666698,1.0,20.0,34.818261818587,0,1,1,0,0,0,0,0,0.7680121978637349,0.2319878021362651
1,5000,65019.0,132000.0,17.5,0.0,2.0,121.9,0.0,14.0,34.818261818587,0,1,0,0,1,0,0,0,0.6483694188401551,0.3516305811598449
1,5000,65019.0,9100.0,1.0,0.0,0.0,54.7333333333333,2.0,8.0,34.818261818587,0,1,0,0,1,0,0,0,0.6212936964683256,0.37870630353167445
1,5000,34200.0,50830.0,6.0,0.0,0.0,57.0,1.0,9.0,34.818261818587,0,1,0,0,1,0,0,0,0.5434981969678763,0.4565018030321238
1,5000,65019.0,71277.0,10.0,0.0,0.0,72.4333333333333,1.0,12.0,34.818261818587,0,1,0,0,1,0,0,0,0.608268626619982,0.39173137338001796
1,5000,123000.0,157500.0,9.0,0.0,0.0,173.46666666666698,1.0,20.0,34.818261818587,0,1,1,0,0,0,0,0,0.7796881469782178,0.22031185302178224
1,5000,16600.0,25250.0,6.0,0.0,0.0,88.7,1.0,3.0,34.818261818587,0,1,0,0,1,0,0,0,0.5962736785087165,0.4037263214912835
1,5000,65019.0,52000.0,7.0,0.0,1.0,285.33333333333303,0.0,6.0,34.818261818587,0,1,0,0,1,0,0,0,0.885773851498886,0.11422614850111401
1,5000,22700.0,34225.0,4.0,0.0,0.0,74.6333333333333,3.0,9.0,34.818261818587,0,1,0,0,1,0,0,0,0.5631703637195362,0.43682963628046373
1,5000,6000.0,38575.0,7.0,0.0,1.0,335.033333333333,3.0,42.0,34.818261818587,0,1,0,0,0,0,0,1,0.8563793844083362,0.14362061559166384
1,5000,65019.0,74500.0,19.0,0.0,0.0,173.46666666666698,1.0,20.0,34.818261818587,0,1,0,0,1,0,0,0,0.7568106922189267,0.2431893077810733
